Report Month,Org Code,Department,All reported employees,Telework eligible employees,Telework eligible / All reported,Remote centered employees,Remote centered / All reported,Remote centered / Telework eligible,Office centered employees,Office centered / All reported,Office centered / Telework eligible,Teleworker (remote + office),Teleworker / All reported,Teleworker / Telework eligible,Not teleworking employees from eligible,Not teleworking / All reported,Not teleworking / Telework eligible,Not teleworking + Not eligible,Not teleworking + Not eligible / All reported,Telework days % from eligible
2021-11,3885,Delta Stewardship Council,55,55,100.00%,55,100.00%,100.00%,0,0.00%,0.00%,55,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,93.00%
2021-11,4170,Department of Aging,182,182,100.00%,182,100.00%,100.00%,0,0.00%,0.00%,182,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2021-11,2100,Department of Alcoholic Beverage Control,486,448,92.20%,258,53.10%,57.60%,168,34.60%,37.50%,426,87.70%,95.10%,22,4.50%,4.90%,60,12.30%,52.40%
2021-11,1115,Department of Cannabis Control,390,388,99.50%,308,79.00%,79.40%,13,3.30%,3.40%,321,82.30%,82.70%,67,17.20%,17.30%,69,17.70%,76.30%
2021-11,5175,Department of Child Support Services,568,568,100.00%,542,95.40%,95.40%,26,4.60%,4.60%,568,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,95.30%
2021-11,4700,Department of Community Services and Development,112,109,97.30%,109,97.30%,100.00%,0,0.00%,0.00%,109,97.30%,100.00%,0,0.00%,0.00%,3,2.70%,100.00%
2021-11,3480,Department of Conservation,618,618,100.00%,504,81.60%,81.60%,79,12.80%,12.80%,583,94.30%,94.30%,35,5.70%,5.70%,35,5.70%,77.40%
2021-11,1111,Department of Consumer Affairs,3144,2524,80.30%,1689,53.70%,66.90%,523,16.60%,20.70%,2212,70.40%,87.60%,312,9.90%,12.40%,932,29.60%,61.20%
2021-11,5225,Department of Corrections and Rehabilitation,41824,4537,10.80%,2365,5.70%,52.10%,802,1.90%,17.70%,3167,7.60%,69.80%,1370,3.30%,30.20%,38657,92.40%,51.70%
2021-11,4300,Department of Developmental Services,2232,564,25.30%,539,24.10%,95.60%,24,1.10%,4.30%,563,25.20%,99.80%,1,0.00%,0.20%,1669,74.80%,91.00%
2021-11,8860,Department of Finance,379,378,99.70%,330,87.10%,87.30%,38,10.00%,10.10%,368,97.10%,97.40%,10,2.60%,2.60%,11,2.90%,82.60%
2021-11,1701,Department of Financial Protection and Innovation,664,658,99.10%,613,92.30%,93.20%,35,5.30%,5.30%,648,97.60%,98.50%,10,1.50%,1.50%,16,2.40%,92.30%
2021-11,3600,Department of Fish and Wildlife,3003,1822,60.70%,1099,36.60%,60.30%,58,1.90%,3.20%,1157,38.50%,63.50%,665,22.10%,36.50%,1846,61.50%,60.10%
2021-11,8570,Department of Food and Agriculture,668,457,68.40%,323,48.40%,70.70%,70,10.50%,15.30%,393,58.80%,86.00%,64,9.60%,14.00%,275,41.20%,67.00%
2021-11,3540,Department of Forestry and Fire Protection,9185,181,2.00%,146,1.60%,80.70%,31,0.30%,17.10%,177,1.90%,97.80%,4,0.00%,2.20%,9008,98.10%,73.60%
2021-11,7760,Department of General Services,3514,1962,55.80%,1437,40.90%,73.20%,153,4.40%,7.80%,1590,45.20%,81.00%,372,10.60%,19.00%,1924,54.80%,71.90%
2021-11,4140,Department of Health Care Access and Information,447,441,98.70%,397,88.80%,90.00%,34,7.60%,7.70%,431,96.40%,97.70%,10,2.20%,2.30%,16,3.60%,89.40%
2021-11,2240,Department of Housing and Community Development,833,823,98.80%,656,78.80%,79.70%,80,9.60%,9.70%,736,88.40%,89.40%,87,10.40%,10.60%,97,11.60%,78.40%
2021-11,7501,Department of Human Resources,322,297,92.20%,277,86.00%,93.30%,14,4.30%,4.70%,291,90.40%,98.00%,6,1.90%,2.00%,31,9.60%,90.30%
2021-11,820,Department of Justice,4095,3877,94.70%,2846,69.50%,73.40%,672,16.40%,17.30%,3518,85.90%,90.70%,359,8.80%,9.30%,577,14.10%,70.20%
2021-11,4150,Department of Managed Health Care,527,494,93.70%,494,93.70%,100.00%,0,0.00%,0.00%,494,93.70%,100.00%,0,0.00%,0.00%,33,6.30%,100.00%
2021-11,3790,Department of Parks and Recreation,5823,1162,20.00%,759,13.00%,65.30%,214,3.70%,18.40%,973,16.70%,83.70%,189,3.20%,16.30%,4850,83.30%,60.30%
2021-11,3930,Department of Pesticide Regulation,416,411,98.80%,384,92.30%,93.40%,24,5.80%,5.80%,408,98.10%,99.30%,3,0.70%,0.70%,8,1.90%,85.50%
2021-11,4265,Department of Public Health,3938,3938,100.00%,2784,70.70%,70.70%,28,0.70%,0.70%,2812,71.40%,71.40%,1126,28.60%,28.60%,1126,28.60%,69.00%
2021-11,2320,Department of Real Estate,338,328,97.00%,282,83.40%,86.00%,40,11.80%,12.20%,322,95.30%,98.20%,6,1.80%,1.80%,16,4.70%,65.30%
2021-11,5160,Department of Rehabilitation,1789,1652,92.30%,1075,60.10%,65.10%,463,25.90%,28.00%,1538,86.00%,93.10%,114,6.40%,6.90%,251,14.00%,59.10%
2021-11,3970,Department of Resources Recycling and Recovery,770,764,99.20%,702,91.20%,91.90%,43,5.60%,5.60%,745,96.80%,97.50%,19,2.50%,2.50%,25,3.20%,86.60%
2021-11,5180,Department of Social Services,5182,5151,99.40%,3394,65.50%,65.90%,1757,33.90%,34.10%,5151,99.40%,100.00%,0,0.00%,0.00%,31,0.60%,71.60%
2021-11,4440,Department of State Hospitals,11453,984,8.60%,685,6.00%,69.60%,254,2.20%,25.80%,939,8.20%,95.40%,45,0.40%,4.60%,10514,91.80%,67.20%
2021-11,3960,Department of Toxic Substances Control,966,966,100.00%,613,63.50%,63.50%,114,11.80%,11.80%,727,75.30%,75.30%,239,24.70%,24.70%,239,24.70%,52.40%
2021-11,8955,Department of Veterans Affairs,2826,430,15.20%,345,12.20%,80.20%,71,2.50%,16.50%,416,14.70%,96.70%,14,0.50%,3.30%,2410,85.30%,73.50%
2021-11,3860,Department of Water Resources,3425,2186,63.80%,1543,45.10%,70.60%,643,18.80%,29.40%,2186,63.80%,100.00%,0,0.00%,0.00%,1239,36.20%,63.90%
2021-11,6125,Education Audit Appeals Panel,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,73.30%
2021-11,7100,Employment Development Department,2220,1700,76.60%,1477,66.50%,86.90%,197,8.90%,11.60%,1674,75.40%,98.50%,26,1.20%,1.50%,546,24.60%,84.00%
2021-11,3360,Energy Resources Conservation and Development Commission,598,598,100.00%,588,98.30%,98.30%,10,1.70%,1.70%,598,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,97.00%
2021-11,8620,Fair Political Practices Commission,82,81,98.80%,80,97.60%,98.80%,0,0.00%,0.00%,80,97.60%,98.80%,1,1.20%,1.20%,2,2.40%,98.70%
2021-11,8880,Financial Information System for California,285,285,100.00%,284,99.60%,99.60%,1,0.40%,0.40%,285,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,98.80%
2021-11,7730,Franchise Tax Board,6023,5108,84.80%,3470,57.60%,67.90%,124,2.10%,2.40%,3594,59.70%,70.40%,1514,25.10%,29.60%,2429,40.30%,66.50%
2021-11,500,Governor's Office,106,106,100.00%,70,66.00%,66.00%,23,21.70%,21.70%,93,87.70%,87.70%,13,12.30%,12.30%,13,12.30%,64.70%
2021-11,509,Governor's Office of Business and Economic Development (GO-Biz),129,127,98.40%,118,91.50%,92.90%,8,6.20%,6.30%,126,97.70%,99.20%,1,0.80%,0.80%,3,2.30%,90.20%
2021-11,690,Governor's Office of Emergency Services,1367,1053,77.00%,768,56.20%,72.90%,165,12.10%,15.70%,933,68.30%,88.60%,120,8.80%,11.40%,434,31.70%,71.00%
2021-11,2665,High-Speed Rail Authority,316,294,93.00%,257,81.30%,87.40%,31,9.80%,10.50%,288,91.10%,98.00%,6,1.90%,2.00%,28,8.90%,82.90%
2021-11,8830,"Law Revision Commission, California",7,7,100.00%,7,100.00%,100.00%,0,0.00%,0.00%,7,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2021-11,8940,Military Department,38,38,100.00%,38,100.00%,100.00%,0,0.00%,0.00%,38,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2021-11,8780,"Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",7,7,100.00%,7,100.00%,100.00%,0,0.00%,0.00%,7,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2021-11,3780,Native American Heritage Commission,8,8,100.00%,7,87.50%,87.50%,1,12.50%,12.50%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,92.50%
2021-11,7910,Office of Administrative Law,23,21,91.30%,13,56.50%,61.90%,8,34.80%,38.10%,21,91.30%,100.00%,0,0.00%,0.00%,2,8.70%,58.10%
2021-11,7504,Office of Data and Innovation,17,17,100.00%,17,100.00%,100.00%,0,0.00%,0.00%,17,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2021-11,3355,Office of Energy Infrastructure Safety,30,30,100.00%,30,100.00%,100.00%,0,0.00%,0.00%,30,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2021-11,650,Office of Planning and Research,114,112,98.20%,100,87.70%,89.30%,12,10.50%,10.70%,112,98.20%,100.00%,0,0.00%,0.00%,2,1.80%,89.10%
2021-11,531,Office of Systems Integration,337,337,100.00%,335,99.40%,99.40%,1,0.30%,0.30%,336,99.70%,99.70%,1,0.30%,0.30%,1,0.30%,95.00%
2021-11,552,Office of the Inspector General,130,130,100.00%,124,95.40%,95.40%,1,0.80%,0.80%,125,96.20%,96.20%,5,3.80%,3.80%,5,3.80%,93.50%
2021-11,5420,Prison Industry Authority,1022,133,13.00%,97,9.50%,72.90%,36,3.50%,27.10%,133,13.00%,100.00%,0,0.00%,0.00%,889,87.00%,60.80%
2021-11,7320,Public Employment Relations Board,72,72,100.00%,63,87.50%,87.50%,8,11.10%,11.10%,71,98.60%,98.60%,1,1.40%,1.40%,1,1.40%,75.50%
2021-11,8660,Public Utilities Commission,1236,1236,100.00%,1177,95.20%,95.20%,59,4.80%,4.80%,1236,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,81.40%
2021-11,3875,Sacramento-San Joaquin Delta Conservancy,11,11,100.00%,11,100.00%,100.00%,0,0.00%,0.00%,11,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2021-11,3845,San Diego River Conservancy,3,3,100.00%,0,0.00%,0.00%,0,0.00%,0.00%,0,0.00%,0.00%,3,100.00%,100.00%,3,100.00%,0.00%
2021-11,3820,San Francisco Bay Conservation and Development Commission,48,48,100.00%,48,100.00%,100.00%,0,0.00%,0.00%,48,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2021-11,3825,San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,9,9,100.00%,9,100.00%,100.00%,0,0.00%,0.00%,9,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,73.30%
2021-11,3830,San Joaquin River Conservancy,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,93.30%
2021-11,3810,Santa Monica Mountains Conservancy,7,7,100.00%,7,100.00%,100.00%,0,0.00%,0.00%,7,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2021-11,515,"Secretary for Business, Consumer Services, and Housing Agency",46,46,100.00%,44,95.70%,95.70%,1,2.20%,2.20%,45,97.80%,97.80%,1,2.20%,2.20%,1,2.20%,89.60%
2021-11,555,Secretary for Environmental Protection,76,67,88.20%,63,82.90%,94.00%,0,0.00%,0.00%,63,82.90%,94.00%,4,5.30%,6.00%,13,17.10%,91.30%
2021-11,511,Secretary for Government Operations Agency,24,24,100.00%,23,95.80%,95.80%,1,4.20%,4.20%,24,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,91.70%
2021-11,559,Secretary for Labor and Workforce Development Agency,33,28,84.80%,14,42.40%,50.00%,10,30.30%,35.70%,24,72.70%,85.70%,4,12.10%,14.30%,9,27.30%,50.00%
2021-11,521,Secretary for Transportation Agency,22,22,100.00%,19,86.40%,86.40%,2,9.10%,9.10%,21,95.50%,95.50%,1,4.50%,4.50%,1,4.50%,72.70%
2021-11,890,Secretary of State,563,563,100.00%,493,87.60%,87.60%,62,11.00%,11.00%,555,98.60%,98.60%,8,1.40%,1.40%,8,1.40%,63.30%
2021-11,540,Secretary of the Natural Resources Agency,87,87,100.00%,79,90.80%,90.80%,8,9.20%,9.20%,87,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,94.50%
2021-11,3855,Sierra Nevada Conservancy,39,39,100.00%,37,94.90%,94.90%,2,5.10%,5.10%,39,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,93.10%
2021-11,3900,State Air Resources Board,1638,1632,99.60%,1518,92.70%,93.00%,100,6.10%,6.10%,1618,98.80%,99.10%,14,0.90%,0.90%,20,1.20%,91.40%
2021-11,860,State Board of Equalization,158,158,100.00%,158,100.00%,100.00%,0,0.00%,0.00%,158,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2021-11,3760,State Coastal Conservancy,55,54,98.20%,52,94.50%,96.30%,2,3.60%,3.70%,54,98.20%,100.00%,0,0.00%,0.00%,1,1.80%,92.60%
2021-11,4100,State Council on Developmental Disabilities,66,66,100.00%,49,74.20%,74.20%,12,18.20%,18.20%,61,92.40%,92.40%,5,7.60%,7.60%,5,7.60%,70.00%
2021-11,3560,State Lands Commission,198,167,84.30%,155,78.30%,92.80%,10,5.10%,6.00%,165,83.30%,98.80%,2,1.00%,1.20%,33,16.70%,86.70%
2021-11,7503,State Personnel Board,78,77,98.70%,74,94.90%,96.10%,3,3.80%,3.90%,77,98.70%,100.00%,0,0.00%,0.00%,1,1.30%,91.90%
2021-11,8140,State Public Defender,83,83,100.00%,60,72.30%,72.30%,15,18.10%,18.10%,75,90.40%,90.40%,8,9.60%,9.60%,8,9.60%,74.60%
2021-11,7920,State Teachers' Retirement System,1288,1286,99.80%,1286,99.80%,100.00%,0,0.00%,0.00%,1286,99.80%,100.00%,0,0.00%,0.00%,2,0.20%,100.00%
2021-11,3940,State Water Resources Control Board,2263,2263,100.00%,1893,83.70%,83.70%,92,4.10%,4.10%,1985,87.70%,87.70%,278,12.30%,12.30%,278,12.30%,83.20%
2021-11,8885,"States Mandates, Commission on",12,11,91.70%,10,83.30%,90.90%,1,8.30%,9.10%,11,91.70%,100.00%,0,0.00%,0.00%,1,8.30%,78.20%
2021-11,6980,"Student Aid Commission, California",138,138,100.00%,138,100.00%,100.00%,0,0.00%,0.00%,138,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2021-11,3640,Wildlife Conservation Board,34,32,94.10%,15,44.10%,46.90%,1,2.90%,3.10%,16,47.10%,50.00%,16,47.10%,50.00%,18,52.90%,47.50%
2021-12,7300,Agricultural Labor Relations Board,62,62,100.00%,54,87.10%,87.10%,5,8.10%,8.10%,59,95.20%,95.20%,3,4.80%,4.80%,3,4.80%,66.50%
2021-12,2120,Alcoholic Beverage Control Appeals Board,6,6,100.00%,5,83.30%,83.30%,1,16.70%,16.70%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,78.60%
2021-12,3835,Baldwin Hills Conservancy,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,93.30%
2021-12,A541,Board of Forestry and Fire Protection,12,1,8.30%,1,8.30%,100.00%,0,0.00%,0.00%,1,8.30%,100.00%,0,0.00%,0.00%,11,91.70%,80.00%
2021-12,6870,Board of Governors of the California Community Colleges,169,169,100.00%,169,100.00%,100.00%,0,0.00%,0.00%,169,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2021-12,5227,Board of State and Community Corrections,99,99,100.00%,98,99.00%,99.00%,1,1.00%,1.00%,99,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,99.20%
2021-12,3105,California African-American Museum,35,18,51.40%,18,51.40%,100.00%,0,0.00%,0.00%,18,51.40%,100.00%,0,0.00%,0.00%,17,48.60%,100.00%
2021-12,4250,California Children and Families Commission,13,13,100.00%,13,100.00%,100.00%,0,0.00%,0.00%,13,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,60.00%
2021-12,1700,California Civil Rights Department,262,262,100.00%,252,96.20%,96.20%,5,1.90%,1.90%,257,98.10%,98.10%,5,1.90%,1.90%,5,1.90%,91.20%
2021-12,3720,California Coastal Commission,178,178,100.00%,178,100.00%,100.00%,0,0.00%,0.00%,178,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2021-12,3340,California Conservation Corps,514,150,29.20%,100,19.50%,66.70%,50,9.70%,33.30%,150,29.20%,100.00%,0,0.00%,0.00%,364,70.80%,66.30%
2021-12,A059,California Correctional Health Care Services,15304,2221,14.50%,1467,9.60%,66.10%,599,3.90%,27.00%,2066,13.50%,93.00%,155,1.00%,7.00%,13238,86.50%,64.80%
2021-12,7600,California Department of Tax and Fee Administration,3506,3474,99.10%,3346,95.40%,96.30%,107,3.10%,3.10%,3453,98.50%,99.40%,21,0.60%,0.60%,53,1.50%,91.40%
2021-12,7502,California Department of Technology,888,886,99.80%,794,89.40%,89.60%,14,1.60%,1.60%,808,91.00%,91.20%,78,8.80%,8.80%,80,9.00%,89.20%
2021-12,A341,California Earthquake Authority,82,82,100.00%,79,96.30%,96.30%,2,2.40%,2.40%,81,98.80%,98.80%,1,1.20%,1.20%,1,1.20%,95.40%
2021-12,8560,California Exposition and State Fair,103,2,1.90%,1,1.00%,50.00%,1,1.00%,50.00%,2,1.90%,100.00%,0,0.00%,0.00%,101,98.10%,60.00%
2021-12,855,California Gambling Control Commission,37,37,100.00%,37,100.00%,100.00%,0,0.00%,0.00%,37,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,93.20%
2021-12,4800,California Health Benefit Exchange,1323,1323,100.00%,1287,97.30%,97.30%,19,1.40%,1.40%,1306,98.70%,98.70%,17,1.30%,1.30%,17,1.30%,98.00%
2021-12,2720,California Highway Patrol,9834,1495,15.20%,154,1.60%,10.30%,332,3.40%,22.20%,486,4.90%,32.50%,1009,10.30%,67.50%,9348,95.10%,17.10%
2021-12,1750,California Horse Racing Board,54,29,53.70%,23,42.60%,79.30%,5,9.30%,17.20%,28,51.90%,96.60%,1,1.90%,3.40%,26,48.10%,71.10%
2021-12,1703,California Privacy Protection Agency,3,3,100.00%,2,66.70%,66.70%,0,0.00%,0.00%,2,66.70%,66.70%,1,33.30%,33.30%,1,33.30%,71.40%
2021-12,6250,California School for the Deaf - Riverside,327,19,5.80%,3,0.90%,15.80%,10,3.10%,52.60%,13,4.00%,68.40%,6,1.80%,31.60%,314,96.00%,32.80%
2021-12,A314,California Science Center,101,32,31.70%,2,2.00%,6.30%,28,27.70%,87.50%,30,29.70%,93.80%,2,2.00%,6.30%,71,70.30%,40.00%
2021-12,6120,California State Library,151,145,96.00%,82,54.30%,56.60%,60,39.70%,41.40%,142,94.00%,97.90%,3,2.00%,2.10%,9,6.00%,63.40%
2021-12,3125,California Tahoe Conservancy,42,42,100.00%,41,97.60%,97.60%,0,0.00%,0.00%,41,97.60%,97.60%,1,2.40%,2.40%,1,2.40%,97.60%
2021-12,2600,California Transportation Commission,36,36,100.00%,36,100.00%,100.00%,0,0.00%,0.00%,36,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.00%
2021-12,7870,California Victim Compensation Board,230,225,97.80%,225,97.80%,100.00%,0,0.00%,0.00%,225,97.80%,100.00%,0,0.00%,0.00%,5,2.20%,100.00%
2021-12,1045,Cannabis Control Appeals Panel,8,8,100.00%,6,75.00%,75.00%,2,25.00%,25.00%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2021-12,3862,Central Valley Flood Protection Board,54,54,100.00%,54,100.00%,100.00%,0,0.00%,0.00%,54,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,94.80%
2021-12,3850,Coachella Valley Mountains Conservancy,4,4,100.00%,1,25.00%,25.00%,3,75.00%,75.00%,4,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,35.90%
2021-12,8120,Commission on Peace Officer Standards and Training,134,134,100.00%,132,98.50%,98.50%,0,0.00%,0.00%,132,98.50%,98.50%,2,1.50%,1.50%,2,1.50%,60.50%
2021-12,6360,Commission on Teacher Credentialing,158,145,91.80%,138,87.30%,95.20%,7,4.40%,4.80%,145,91.80%,100.00%,0,0.00%,0.00%,13,8.20%,87.50%
2021-12,A424,Cradle-to-Career,5,5,100.00%,5,100.00%,100.00%,0,0.00%,0.00%,5,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,92.00%
2021-12,3840,Delta Protection Commission,5,5,100.00%,4,80.00%,80.00%,1,20.00%,20.00%,5,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,74.00%
2021-12,3885,Delta Stewardship Council,55,55,100.00%,55,100.00%,100.00%,0,0.00%,0.00%,55,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,93.00%
2021-12,4170,Department of Aging,190,190,100.00%,189,99.50%,99.50%,0,0.00%,0.00%,189,99.50%,99.50%,1,0.50%,0.50%,1,0.50%,99.10%
2021-12,2100,Department of Alcoholic Beverage Control,487,450,92.40%,259,53.20%,57.60%,166,34.10%,36.90%,425,87.30%,94.40%,25,5.10%,5.60%,62,12.70%,52.20%
2021-12,1115,Department of Cannabis Control,393,391,99.50%,308,78.40%,78.80%,14,3.60%,3.60%,322,81.90%,82.40%,69,17.60%,17.60%,71,18.10%,75.60%
2021-12,5175,Department of Child Support Services,574,574,100.00%,548,95.50%,95.50%,26,4.50%,4.50%,574,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,95.30%
2021-12,4700,Department of Community Services and Development,111,108,97.30%,108,97.30%,100.00%,0,0.00%,0.00%,108,97.30%,100.00%,0,0.00%,0.00%,3,2.70%,100.00%
2021-12,3480,Department of Conservation,619,619,100.00%,506,81.70%,81.70%,79,12.80%,12.80%,585,94.50%,94.50%,34,5.50%,5.50%,34,5.50%,77.60%
2021-12,1111,Department of Consumer Affairs,3151,2524,80.10%,1688,53.60%,66.90%,539,17.10%,21.40%,2227,70.70%,88.20%,297,9.40%,11.80%,924,29.30%,61.10%
2021-12,5225,Department of Corrections and Rehabilitation,41817,4534,10.80%,2363,5.70%,52.10%,802,1.90%,17.70%,3165,7.60%,69.80%,1369,3.30%,30.20%,38652,92.40%,51.70%
2021-12,4300,Department of Developmental Services,2212,559,25.30%,535,24.20%,95.70%,23,1.00%,4.10%,558,25.20%,99.80%,1,0.00%,0.20%,1654,74.80%,91.00%
2021-12,8860,Department of Finance,379,378,99.70%,330,87.10%,87.30%,38,10.00%,10.10%,368,97.10%,97.40%,10,2.60%,2.60%,11,2.90%,82.60%
2021-12,1701,Department of Financial Protection and Innovation,673,667,99.10%,622,92.40%,93.30%,35,5.20%,5.20%,657,97.60%,98.50%,10,1.50%,1.50%,16,2.40%,92.40%
2021-12,3600,Department of Fish and Wildlife,3003,1822,60.70%,1099,36.60%,60.30%,58,1.90%,3.20%,1157,38.50%,63.50%,665,22.10%,36.50%,1846,61.50%,60.10%
2021-12,8570,Department of Food and Agriculture,693,467,67.40%,341,49.20%,73.00%,68,9.80%,14.60%,409,59.00%,87.60%,58,8.40%,12.40%,284,41.00%,69.40%
2021-12,3540,Department of Forestry and Fire Protection,9025,192,2.10%,150,1.70%,78.10%,38,0.40%,19.80%,188,2.10%,97.90%,4,0.00%,2.10%,8837,97.90%,72.20%
2021-12,7760,Department of General Services,3514,1961,55.80%,1419,40.40%,72.40%,155,4.40%,7.90%,1574,44.80%,80.30%,387,11.00%,19.70%,1940,55.20%,71.10%
2021-12,4140,Department of Health Care Access and Information,448,442,98.70%,398,88.80%,90.00%,34,7.60%,7.70%,432,96.40%,97.70%,10,2.20%,2.30%,16,3.60%,89.50%
2021-12,2240,Department of Housing and Community Development,840,830,98.80%,663,78.90%,79.90%,80,9.50%,9.60%,743,88.50%,89.50%,87,10.40%,10.50%,97,11.50%,78.70%
2021-12,7501,Department of Human Resources,316,296,93.70%,277,87.70%,93.60%,15,4.70%,5.10%,292,92.40%,98.60%,4,1.30%,1.40%,24,7.60%,90.40%
2021-12,820,Department of Justice,4095,3877,94.70%,2846,69.50%,73.40%,672,16.40%,17.30%,3518,85.90%,90.70%,359,8.80%,9.30%,577,14.10%,70.20%
2021-12,4150,Department of Managed Health Care,527,489,92.80%,489,92.80%,100.00%,0,0.00%,0.00%,489,92.80%,100.00%,0,0.00%,0.00%,38,7.20%,100.00%
2021-12,3790,Department of Parks and Recreation,5823,1171,20.10%,782,13.40%,66.80%,228,3.90%,19.50%,1010,17.30%,86.30%,161,2.80%,13.70%,4813,82.70%,62.20%
2021-12,3930,Department of Pesticide Regulation,426,421,98.80%,392,92.00%,93.10%,26,6.10%,6.20%,418,98.10%,99.30%,3,0.70%,0.70%,8,1.90%,84.80%
2021-12,4265,Department of Public Health,3938,3938,100.00%,2784,70.70%,70.70%,28,0.70%,0.70%,2812,71.40%,71.40%,1126,28.60%,28.60%,1126,28.60%,69.00%
2021-12,2320,Department of Real Estate,338,328,97.00%,282,83.40%,86.00%,40,11.80%,12.20%,322,95.30%,98.20%,6,1.80%,1.80%,16,4.70%,65.30%
2021-12,5160,Department of Rehabilitation,1772,1634,92.20%,1060,59.80%,64.90%,458,25.80%,28.00%,1518,85.70%,92.90%,116,6.50%,7.10%,254,14.30%,59.10%
2021-12,3970,Department of Resources Recycling and Recovery,770,764,99.20%,711,92.30%,93.10%,34,4.40%,4.50%,745,96.80%,97.50%,19,2.50%,2.50%,25,3.20%,87.90%
2021-12,5180,Department of Social Services,5182,5151,99.40%,3394,65.50%,65.90%,1757,33.90%,34.10%,5151,99.40%,100.00%,0,0.00%,0.00%,31,0.60%,71.60%
2021-12,4440,Department of State Hospitals,11444,980,8.60%,680,5.90%,69.40%,257,2.20%,26.20%,937,8.20%,95.60%,43,0.40%,4.40%,10507,91.80%,67.30%
2021-12,3960,Department of Toxic Substances Control,980,980,100.00%,593,60.50%,60.50%,97,9.90%,9.90%,690,70.40%,70.40%,290,29.60%,29.60%,290,29.60%,56.00%
2021-12,8955,Department of Veterans Affairs,2825,429,15.20%,344,12.20%,80.20%,71,2.50%,16.60%,415,14.70%,96.70%,14,0.50%,3.30%,2410,85.30%,73.60%
2021-12,3860,Department of Water Resources,3430,2228,65.00%,1680,49.00%,75.40%,525,15.30%,23.60%,2205,64.30%,99.00%,23,0.70%,1.00%,1225,35.70%,68.40%
2021-12,6125,Education Audit Appeals Panel,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,73.30%
2021-12,7100,Employment Development Department,2207,1685,76.30%,1460,66.20%,86.60%,199,9.00%,11.80%,1659,75.20%,98.50%,26,1.20%,1.50%,548,24.80%,84.10%
2021-12,3360,Energy Resources Conservation and Development Commission,598,598,100.00%,588,98.30%,98.30%,10,1.70%,1.70%,598,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,97.00%
2021-12,8620,Fair Political Practices Commission,83,82,98.80%,81,97.60%,98.80%,0,0.00%,0.00%,81,97.60%,98.80%,1,1.20%,1.20%,2,2.40%,98.80%
2021-12,8880,Financial Information System for California,284,284,100.00%,283,99.60%,99.60%,1,0.40%,0.40%,284,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,99.10%
