Report Month,Department,Avg Office Days/Week
2022-02,7760 - Department of General Services,3.01
2022-02,7870 - California Victim Compensation Board,1.41
2022-02,7910 - Office of Administrative Law,2.35
2022-02,7920 - State Teachers' Retirement System,0
2022-02,8120 - Commission on Peace Officer Standards and Training,3.76
2022-02,8140 - State Public Defender,1.38
2022-02,8560 - California Exposition and State Fair,1.83
2022-02,8570 - Department of Food and Agriculture,2.49
2022-02,8620 - Fair Political Practices Commission,0.12
2022-02,8660 - Public Utilities Commission,0.48
2022-02,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0
2022-02,"8830 - Law Revision Commission, California",0
2022-02,8860 - Department of Finance,0.65
2022-02,8880 - Financial Information System for California,0.08
2022-02,"8885 - States Mandates, Commission on",0.92
2022-02,8940 - Military Department,4.25
2022-02,8955 - Department of Veterans Affairs,4.44
2022-02,A059 - California Correctional Health Care Services,4.59
2022-02,A314 - California Science Center,4.37
2022-02,A341 - California Earthquake Authority,0.25
2022-02,A424 - Cradle-to-Career,1
2022-02,A541 - Board of Forestry and Fire Protection,1.82
2022-03,0500 - Governor's Office,2.09
2022-03,0509 - Governor's Office of Business and Economic Development (GO-Biz),1.14
2022-03,0511 - Secretary for Government Operations Agency,0.26
2022-03,"0515 - Secretary for Business, Consumer Services, and Housing Agency",0.56
2022-03,0521 - Secretary for Transportation Agency,1.36
2022-03,0531 - Office of Systems Integration,0.12
2022-03,0540 - Secretary of the Natural Resources Agency,0.28
2022-03,0552 - Office of the Inspector General,0.38
2022-03,0555 - Secretary for Environmental Protection,0.99
2022-03,0559 - Secretary for Labor and Workforce Development Agency,2.63
2022-03,0650 - Office of Planning and Research,0.52
2022-03,0690 - Governor's Office of Emergency Services,2.53
2022-03,0820 - Department of Justice,1.58
2022-03,0845 - Department of Insurance,1.78
2022-03,0855 - California Gambling Control Commission,0.41
2022-03,0860 - State Board of Equalization,0
2022-03,0890 - Secretary of State,1.83
2022-03,1045 - Cannabis Control Appeals Panel,1
2022-03,1111 - Department of Consumer Affairs,2.24
2022-03,1115 - Department of Cannabis Control,1.09
2022-03,1700 - California Civil Rights Department,0.44
2022-03,1701 - Department of Financial Protection and Innovation,0.39
2022-03,1703 - California Privacy Protection Agency,0.67
2022-03,1750 - California Horse Racing Board,2.74
2022-03,2100 - Department of Alcoholic Beverage Control,2.22
2022-03,2120 - Alcoholic Beverage Control Appeals Board,1
2022-03,2240 - Department of Housing and Community Development,1.05
2022-03,2320 - Department of Real Estate,1.88
2022-03,2600 - California Transportation Commission,0.86
2022-03,2665 - High-Speed Rail Authority,1.25
2022-03,2700 - California Traffic Safety Program,1.06
2022-03,2720 - California Highway Patrol,4.87
2022-03,3100 - Exposition Park,4.17
2022-03,3105 - California African-American Museum,0
2022-03,3125 - California Tahoe Conservancy,0.36
2022-03,3340 - California Conservation Corps,4.01
2022-03,3355 - Office of Energy Infrastructure Safety,0.47
2022-03,3360 - Energy Resources Conservation and Development Commission,0.19
2022-03,3480 - Department of Conservation,1.12
2022-03,3540 - Department of Forestry and Fire Protection,4.85
2022-03,3560 - State Lands Commission,1.39
2022-03,3600 - Department of Fish and Wildlife,2.39
2022-03,3640 - Wildlife Conservation Board,0.94
2022-03,3720 - California Coastal Commission,1
2022-03,3760 - State Coastal Conservancy,0.58
2022-03,3780 - Native American Heritage Commission,0.38
2022-03,3790 - Department of Parks and Recreation,3.09
2022-03,3810 - Santa Monica Mountains Conservancy,0
2022-03,3820 - San Francisco Bay Conservation and Development Commission,0
2022-03,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1
2022-03,3830 - San Joaquin River Conservancy,0.33
2022-03,3835 - Baldwin Hills Conservancy,0.67
2022-03,3840 - Delta Protection Commission,1.94
2022-03,3845 - San Diego River Conservancy,5
2022-03,3850 - Coachella Valley Mountains Conservancy,2.63
2022-03,3855 - Sierra Nevada Conservancy,0.65
2022-03,3860 - Department of Water Resources,2.69
2022-03,3862 - Central Valley Flood Protection Board,0.22
2022-03,3875 - Sacramento-San Joaquin Delta Conservancy,0
2022-03,3885 - Delta Stewardship Council,0.64
2022-03,3900 - State Air Resources Board,0.8
2022-03,3930 - Department of Pesticide Regulation,0.72
2022-03,3940 - State Water Resources Control Board,0.92
2022-03,3960 - Department of Toxic Substances Control,1.59
2022-03,3970 - Department of Resources Recycling and Recovery,0.52
2022-03,3980 - Office of Environmental Health Hazard Assessment,0.13
2022-03,4100 - State Council on Developmental Disabilities,1.5
2022-03,4140 - Department of Health Care Access and Information,1.96
2022-03,4150 - Department of Managed Health Care,0.42
2022-03,4170 - Department of Aging,0.19
2022-03,4250 - California Children and Families Commission,1.75
2022-03,4260 - State Department of Health Care Services,1.89
2022-03,4265 - Department of Public Health,1.52
2022-03,4300 - Department of Developmental Services,3.83
2022-03,4440 - Department of State Hospitals,4.69
2022-03,4700 - Department of Community Services and Development,0.14
2022-03,4800 - California Health Benefit Exchange,0.39
2022-03,5160 - Department of Rehabilitation,1.97
2022-03,5175 - Department of Child Support Services,0.22
2022-03,5180 - Department of Social Services,1.4
2022-03,5225 - Department of Corrections and Rehabilitation,4.71
2022-03,5227 - Board of State and Community Corrections,0.04
2022-03,5420 - Prison Industry Authority,4.26
2022-03,6120 - California State Library,1.8
2022-03,6125 - Education Audit Appeals Panel,1.33
2022-03,6250 - California School for the Deaf - Riverside,4.69
2022-03,6360 - Commission on Teacher Credentialing,0.98
2022-03,6870 - Board of Governors of the California Community Colleges,0
2022-03,"6980 - Student Aid Commission, California",0
2022-03,7100 - Employment Development Department,0.78
2022-03,7300 - Agricultural Labor Relations Board,1.87
2022-03,7320 - Public Employment Relations Board,2
2022-03,7501 - Department of Human Resources,1.01
2022-03,7502 - California Department of Technology,0.55
2022-03,7503 - State Personnel Board,0.46
2022-03,7504 - Office of Data and Innovation,0
2022-03,7600 - California Department of Tax and Fee Administration,0.46
2022-03,7730 - Franchise Tax Board,2.13
2022-03,7760 - Department of General Services,3.02
2022-03,7870 - California Victim Compensation Board,1.46
2022-03,7910 - Office of Administrative Law,2.35
2022-03,7920 - State Teachers' Retirement System,0
2022-03,8120 - Commission on Peace Officer Standards and Training,2.87
2022-03,8140 - State Public Defender,1.37
2022-03,8560 - California Exposition and State Fair,1.72
2022-03,8570 - Department of Food and Agriculture,2.55
2022-03,8620 - Fair Political Practices Commission,0.12
2022-03,8660 - Public Utilities Commission,0.78
2022-03,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",0
2022-03,8825 - Commission on Asian and Pacific Islander American Affairs,0
2022-03,"8830 - Law Revision Commission, California",0
2022-03,8860 - Department of Finance,0.66
2022-03,8880 - Financial Information System for California,0.07
2022-03,"8885 - States Mandates, Commission on",0.92
2022-03,8940 - Military Department,4.25
2022-03,8955 - Department of Veterans Affairs,4.44
2022-03,A059 - California Correctional Health Care Services,4.58
2022-03,A314 - California Science Center,4.39
2022-03,A341 - California Earthquake Authority,0.29
2022-03,A424 - Cradle-to-Career,1
2022-03,A541 - Board of Forestry and Fire Protection,5
2022-04,0500 - Governor's Office,2.21
2022-04,0509 - Governor's Office of Business and Economic Development (GO-Biz),1.04
2022-04,0511 - Secretary for Government Operations Agency,0.38
2022-04,"0515 - Secretary for Business, Consumer Services, and Housing Agency",0.64
2022-04,0521 - Secretary for Transportation Agency,1.36
2022-04,0531 - Office of Systems Integration,0.14
2022-04,0540 - Secretary of the Natural Resources Agency,0.57
2022-04,0552 - Office of the Inspector General,0.36
2022-04,0555 - Secretary for Environmental Protection,0.99
2022-04,0559 - Secretary for Labor and Workforce Development Agency,2.46
2022-04,0650 - Office of Planning and Research,0.51
2022-04,0690 - Governor's Office of Emergency Services,1.89
2022-04,0820 - Department of Justice,1.58
2022-04,0845 - Department of Insurance,1.76
2022-04,0855 - California Gambling Control Commission,0.28
2022-04,0860 - State Board of Equalization,0.06
2022-04,0890 - Secretary of State,1.83
2022-04,1045 - Cannabis Control Appeals Panel,1
2022-04,1111 - Department of Consumer Affairs,2.41
2022-04,1115 - Department of Cannabis Control,1.66
2022-04,1700 - California Civil Rights Department,0.47
2022-04,1701 - Department of Financial Protection and Innovation,0.39
2022-04,1703 - California Privacy Protection Agency,0.57
2022-04,1750 - California Horse Racing Board,2.71
2022-04,2100 - Department of Alcoholic Beverage Control,3.01
2022-04,2120 - Alcoholic Beverage Control Appeals Board,1
2022-04,2240 - Department of Housing and Community Development,1.07
2022-04,2320 - Department of Real Estate,1.87
2022-04,2600 - California Transportation Commission,0.86
2022-04,2660 - Department of Transportation,2.95
2022-04,2665 - High-Speed Rail Authority,1.03
2022-04,2700 - California Traffic Safety Program,1.06
2022-04,2720 - California Highway Patrol,4.87
2022-04,3100 - Exposition Park,4.39
2022-04,3105 - California African-American Museum,0
2022-04,3125 - California Tahoe Conservancy,0.36
2022-04,3340 - California Conservation Corps,4.01
2022-04,3355 - Office of Energy Infrastructure Safety,1.05
2022-04,3360 - Energy Resources Conservation and Development Commission,0.2
2022-04,3480 - Department of Conservation,1.12
2022-04,3540 - Department of Forestry and Fire Protection,4.77
2022-04,3560 - State Lands Commission,1.36
2022-04,3600 - Department of Fish and Wildlife,2.38
2022-04,3640 - Wildlife Conservation Board,1.09
2022-04,3720 - California Coastal Commission,1
2022-04,3760 - State Coastal Conservancy,0.49
2022-04,3780 - Native American Heritage Commission,0.38
2022-04,3790 - Department of Parks and Recreation,3.02
2022-04,3810 - Santa Monica Mountains Conservancy,0
2022-04,3820 - San Francisco Bay Conservation and Development Commission,0
2022-04,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1
2022-04,3830 - San Joaquin River Conservancy,0.33
2022-04,3835 - Baldwin Hills Conservancy,0.67
2022-04,3840 - Delta Protection Commission,1.56
2022-04,3845 - San Diego River Conservancy,5
2022-04,3850 - Coachella Valley Mountains Conservancy,2.63
2022-04,3855 - Sierra Nevada Conservancy,0.61
2022-04,3860 - Department of Water Resources,2.83
2022-04,3862 - Central Valley Flood Protection Board,0.23
2022-04,3875 - Sacramento-San Joaquin Delta Conservancy,0
2022-04,3885 - Delta Stewardship Council,0.64
2022-04,3900 - State Air Resources Board,1.07
2022-04,3930 - Department of Pesticide Regulation,0.77
2022-04,3940 - State Water Resources Control Board,1.28
2022-04,3960 - Department of Toxic Substances Control,1.51
2022-04,3970 - Department of Resources Recycling and Recovery,0.6
2022-04,3980 - Office of Environmental Health Hazard Assessment,0.13
2022-04,4100 - State Council on Developmental Disabilities,1.5
2022-04,4140 - Department of Health Care Access and Information,1.88
2022-04,4150 - Department of Managed Health Care,0.4
2022-04,4170 - Department of Aging,0.19
2022-04,4250 - California Children and Families Commission,1.76
2022-04,4260 - State Department of Health Care Services,1.96
2022-04,4265 - Department of Public Health,1.52
2022-04,4300 - Department of Developmental Services,3.62
2022-04,4440 - Department of State Hospitals,4.68
2022-04,4700 - Department of Community Services and Development,0.13
2022-04,4800 - California Health Benefit Exchange,0.4
2022-04,5160 - Department of Rehabilitation,2.1
2022-04,5175 - Department of Child Support Services,0.23
2022-04,5180 - Department of Social Services,1.4
2022-04,5225 - Department of Corrections and Rehabilitation,4.97
2022-04,5227 - Board of State and Community Corrections,0.04
2022-04,5420 - Prison Industry Authority,4.41
2022-04,6120 - California State Library,1.83
2022-04,6125 - Education Audit Appeals Panel,1.33
2022-04,6250 - California School for the Deaf - Riverside,4.69
2022-04,6360 - Commission on Teacher Credentialing,1.06
2022-04,6870 - Board of Governors of the California Community Colleges,0
2022-04,"6980 - Student Aid Commission, California",0
2022-04,7100 - Employment Development Department,0.71
2022-04,7300 - Agricultural Labor Relations Board,1.85
2022-04,7320 - Public Employment Relations Board,2.03
2022-04,7501 - Department of Human Resources,1.08
2022-04,7502 - California Department of Technology,0.52
2022-04,7503 - State Personnel Board,0.43
2022-04,7504 - Office of Data and Innovation,0
